Path;Name;Type
./images/icon.jpg;Icon;Icon
https://sun9-48.userapi.com/s/v1/ig2/QFbP7PAGmE9lZOCb_KzoGDPI2G7UPkvA9FNPpAUKvjT7oXOubnK0f7k7jmGJu6Zm_qLP3rYEHfwHYZ9u5yZHwls8.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu&u=S2r1awZI_mExdZLXwLQa7DlFyIlgxnUTdjRDX-bE1H8&cs=540x0;Neonpunk;Adopt
https://sun9-44.userapi.com/s/v1/if2/eNJDqvL5fw2C0DgilOIlojTpUW81-UKbKQ8TgLZFItEd_5_-9lPUMRC3XgIHeo23HFP49ZYgYb51xKWCB092hXtL.jpg?quality=95&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,2560x1440&from=bu&u=GqLoSLQxMbKnZkYshH8APg1paCxDMa3-AqaahsCB49g&cs=1080x0;Neonpunk;Adopt
https://sun9-40.userapi.com/s/v1/if2/6upMjYLToJRQlwFC3myVzOcpbhKdvhU6e9U_hjFmv1QBs3Vekg74CJkXIgQ6I346MQBPaaVrrU1Atshv06Iug0RX.jpg?quality=95&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,2560x1440&from=bu&u=3oSpkeL6SQKWZg0XhbeQtySKpAZZcypSxU7dUx5-vTY&cs=1080x0;Neonpunk;Adopt



